post_content,post_type,post_date,ID,seen
وكذا يكره دخوله في الصلاة بعد حضور طعام يشتهيه، لقوله عليه الصلاة والسلام: «لا صلاة بحضرة طعام، ولا هو يدافعه الأخبثان» وذلك كله رعاية لحق الله تعالى ليدخل العبد في العبادة بقلب حاضر مقبل على ربّه.,post,2014-11-08 18:48:11,208,
وليس اتخاذ السترة بواجب، لحديث ابن عباس «أنّه صلى الله عليه وسلم في فضاء ليس بين يديه شيء». [رواه أحمد وأو داود].    وينبغي أن تكون السترة قائمة كمؤخرة الرجل، أي: قدر ذراع، سواء كانت دقيقة أو عريضة.    والحكمة في اتخاذها، لتنمع المار بين يديه، ولتمنع المصلي من الانشغال بما وراءها.    وإن كان في صحراء، صلى إلى شيء شاخص من شجر أو حجر أو عصا، فإن لم يمكن غرز العصا في الأرض، وضعه بين يديه عرضاً.,post,2014-11-08 18:48:11,209,
ويباح للمصلي لبس الثوب ونحوه، وحل شيء ووضعه، وفتح الباب، وله قتل حية وعقرب، لأنّه صلى الله عليه وسلم «أمر بقتل الأسودين في الصلاة الحية والعقرب» [رواه أبو داود والترمذي وصححه],post,2014-11-08 18:48:11,210,
ويجوز للمصلي أن يقرأ عدة سور في ركعة واحدة، لما في (الصحيح): أنّ النبي صلى الله عليه وسلم قرأ في ركعة من قيامه بالبقرة وآل عمران والنساء,post,2014-11-08 18:48:11,211,
ويكره أن يدخل في الصلاة وهو مشوش الفكر بسبب وجود شيء يضايقه -كاحتباس بول، أو غائط أو ريح، أو حالة برد أو حر شديدين، أو جوع أو عطش مفرطين، لأنّ ذلك يمنع الخشوع.,post,2014-11-08 18:48:11,212,
ويكره في الصلاة فرقعة أصابعه وتشبيكها.,post,2014-11-08 18:48:11,213,
ويكره في الصلاة مسح جبهته وأنفه ممّا علق بهما من أثر السجود، ولا بأس بمسح ذلك بعد الفراغ من الصلاة.,post,2014-11-08 18:48:11,214,
ويكره للمصلي أن يخص جبهته بما يسجد عليه، لأنّ ذلك من شعار الرافضة، ففي ذلك الفعل تشبه بهم.,post,2014-11-08 18:48:11,215,
يجوز أن يقسم السورة الواحدة بين ركعتين,post,2014-11-08 18:48:11,216,
يجوز للمصلى أن يكرر قراءة السورة في ركعتين,post,2014-11-08 18:48:11,217,
يسن للمصلي رد المار من أمامه قريباً منه، لقول النبي صلى الله عليه وسلم: «إذا كان أحدكم يصلي، فلا يدعن أحداً يمر بين يديه، فإن أبى فليقاتله، فإن معه قرين»,post,2014-11-08 18:48:11,218,
أخي المسلم: أمر الخشوع في الصَّلاة عظيمٌ، وقد تهاون به كثير من المصلِّين.. حتَّى إنَّك نادرًا ما ترى خاشعًا في صلاته!    وقد أخبرنا النَّبيُّ -صلَّى الله عليه وسلَّم- أن الخشوع أوَّل ما يرفع من هذه الأمَّة.    قال النَّبيُّ -صلَّى الله عليه وسلَّم-: «أوَّل شيءٍ يرفع من هذه الأمَّة الخشوع، حتَّى لا ترى فيها خاشعًا» [رواه الألباني 542 في صحيح التَّرغيب وقال: حسن صحيح].,post,2014-11-08 18:48:12,219,
أخي المسلم: إذا قمت إلى صلاتك؛ تذكر أنَّك تقف بين يدي ملك الملوك.. المطلع على السِّرِّ وأخفى!,post,2014-11-08 18:48:12,220,
أخي المسلم: إنَّ لكلِّ شيءٍ زينةٍ.. والخشوع زينةُ الصَّلاة وبهاؤها، وصلاةٌ بلا خشوعٍ؛ كليلٍ بلا قمرٍ.. وكنهارٍ بلا شمسٍ!,post,2014-11-08 18:48:12,221,
أخي المسلم: لقد أصبح عدم الخشوع في الصَّلاة آفة الكثيرين؛ فتجد أحدهم يدخل في الصَّلاة بنيَّةٍ ضعيفةٍ! ومن كانت هذه نيته؛ فإنَّه لن يصلِّي صلاةً خاشعةً، بل ستكون صلاته مجرد حركات يؤدِّيها؛ لا معنى لها! بل من كانت هذه حاله؛ فلن يتذوق لذَّة وثمار الصَّلاة! بل والأشدّ من ذلك؛ أن همه سيكون مصروفًا إلى نهايتها؛ فتراه يسابق أركانها وحركاتها؛ حتى يفرغ منها!,post,2014-11-08 18:48:12,222,
أين قلبك أيُّها المصلِّي حين تقف أمام ربِّك -تعالى-؟!    أتراه معك في صلاتك؟ أم هو خارجها بعيدًا عنك؟!,post,2014-11-08 18:48:12,223,
فها أنت تقف بين يدي الله -تعالى- خمس مرَّات في اليوم والليلة.. فهل أحسست بعظمة من تقف بين يديه؟!    فإن لم تجد لذلك أثرًا؛ فحاسب نفسك.. وذكرها بعظمة هذا الموقف؟,post,2014-11-08 18:48:12,224,
قال ابن عمر -رضي الله عنهما-: 'كانوا إذا قاموا في الصَّلاة أقبلوا على صلاتهم، وخفضوا أبصارهم إلى موضع سجودهم، وعلموا أنَّ الله يقبل عليهم، فلا يلتفتون يمينًا ولا شمالًا'.,post,2014-11-08 18:48:12,225,
قال رسول الله -صلَّى الله عليه وسلَّم-: «لا تجزئ صلاة لا يقيم الرَّجل فيها صلبه في الرُّكوع والسُّجود» [رواه النَّسائي 1026 وابن ماجه 717 وصحَّحه الألباني].,post,2014-11-08 18:48:12,226,
قليل أولئك الَّذين فهموا معنى الصَّلاة.. ودخلوا فيها بنيَّةٍ صادقةٍ!    قال بعضهم: 'الصَّلاة من الآخرة، فإذا دخلت فيها؛ خرجت من الدُّنيا'.,post,2014-11-08 18:48:12,227,
كان زين العابدين علي بن الحسين -رضي الله عنهما- إذا توضأ اصفر وتغيَّر، فيقال: ما لك؟! فيقول:     'أتدرون بين يدي من أريد أن أقوم؟'.,post,2014-11-08 18:48:12,228,
وعن أبي عبد الله الأشعري -رضي الله عنه- أنَّ رسول الله -صلَّى الله عليه وسلَّم- رأي رجلًا لا يتمُّ ركوعه، وينقر في سجوده وهو يصلِّي فقال رسول الله -صلَّى الله عليه وسلَّم-: «أترون هذا من مات على هذا، مات على غير ملَّة محمَّد» ثمَّ قال رسول الله -صلَّى الله عليه وسلَّم-: «مثل الَّذي يركع وينقر في سجوده كالجائع لا يأكل إلا التَّمرة والتَّمرتين فماذا تغنيان عنه» [رواه ابن خزيمة 665 وحسَّنه الألباني].,post,2014-11-08 18:48:12,229,
وقال -صلَّى الله عليه وسلَّم-: «إنَّ الرَّجل ليصلي ستين سنة وما تقبل له صلاة، لعله يتمّ الرُّكوع، ولا يتمّ السُّجود، ويتمّ السُّجود ولايتمّ الرُّكوع» [حسَّنه الألباني 529 في صحيح التَّرغيب].,post,2014-11-08 18:48:12,230,
وقال الحسن البصري -رحمه الله-: 'كان خشوعهم في قلوبهم؛ فغضُّوا بذلك أبصارهم، وخفضوا لذلك الجناح'.,post,2014-11-08 18:48:12,231,
وقال الرَّبيع بن خثيم -رحمه الله-: 'ما دخلت في صلاة قط فأهمني فيها إلا ما أقول ، وما يقال لي'.,post,2014-11-08 18:48:12,232,
وقال رسول الله -صلَّى الله عليه وسلَّم-: «لا ينظر الله -عزَّ وجلَّ- إلى صلاة عبد لا يقيم فيها صلبه بين ركوعها وسجودها» [صحَّحه الألباني في تخريج مشكاة المصابيح].,post,2014-11-08 18:48:12,233,
وقال رسول الله -صلَّى الله عليه وسلَّم-: «وأسوأ السَّرقة الَّذي يسرق صلاته قالوا: وكيف يسرق صلاته؟ قال: لا يتم ركوعها و لا سجودها» [رواه الألباني 534 وقال: صحيحٌ لغيره].,post,2014-11-08 18:48:12,234,
وقد مدح الله -تعالى- أولياءه بالخشوع في الصَّلاة ..    فقال -تعالى-: {قَدْ أَفْلَحَ الْمُؤْمِنُونَ (1) الَّذِينَ هُمْ فِي صَلاتِهِمْ خَاشِعُونَ} [المؤمنون: 1-2].,post,2014-11-08 18:48:12,235,
وللمصلي أن يستعيذ عند قراءة آية فيها ذكر عذاب، وأن يسأل الله عند قراءة آية فيها ذكر رحمة، وله أن يصلي على النبي صلى الله عليه وسلم عند قراءة آية فيها ذكره، لتأكد الصلاة عليه عند ذكره.,post,2014-11-08 18:48:12,236,
وليعلم أنّ الصلاة عبادة عظيمة لا يجوز أن يفعل أو يقال فيها إلاّ في حدود الشرع الوارد عن الرسول صلى الله عليه وسلم فعليك بالاهتمام بها ومعرفة ما يكملها وما ينقصها، حتى تؤديها على الوجه الأكمل.,post,2014-11-08 18:48:12,237,
أخي المسلم: لا تكن كحال ذاك الغافل! الَّذي إذا دخل في صلاته؛ ابتدرته الشَّواغل وأحاطت به الوساوس!,post,2014-11-08 18:48:13,238,
أخي المسلم: هكذا كان الصَّالحون يعشون لحظات الصَّلاة بقلوبهم.. ولا يخلطون معها شيئًا من أمور الدنيا .. وحظوظ النَّفس الأمارة بالسُّوء.,post,2014-11-08 18:48:13,239,
إحفظ صلاتك من كيد الشَّيطان,post,2014-11-08 18:48:13,240,
إذا أردت الصَّلاة؛ فإن أول ما ينبغي لك أن تفعله أن تفرغ قلبك من مشاغله؛ حتَّى تدخل في صلاتك بقلبٍ خالٍ من مشاغل الدُّنيا..,post,2014-11-08 18:48:13,241,
إذا دخلت في صلاتك فادخل فيها بنيَّةٍ صادقةٍ، وإقبال على من وقفت بين يديه مناجيًا له -تبارك وتعالى-.. وتفقد قلبك في صلاتك؛ فإن وجدت منه غفلة؛ فرده إلى الطَّريق.. ولا تطلق له العنان؛ فيهرب منك، ويتركك في صلاتك؛ تحياها ببدنك وحده.,post,2014-11-08 18:48:13,242,
إنَّ بعض النَّاس لا يتذكر مشاغله؛ إلا إذا دخل في الصَّلاة فتجده مع الصَّلاة ببدنه، وأمَّا قلبه ففي عالم آخر!    يتذكر مشاريعه؛ كم ربح؟! وكم خسر؟!    يتذكر ماذا أعطى؟! وماذا أخذ؟!    يتذكر ماذا قال؟! وما قيل له؟!    يفكر أين سيذهب اليوم؟! وماذا سيفعل؟!,post,2014-11-08 18:48:13,243,
إنَّ فضل الصَّلاة وشرفها عظيمٌ؛ فكيف تطيب نفسك أيُّها السَّاهي أن تفرط في هذا الخير كلّه؟!,post,2014-11-08 18:48:13,244,
تريد أن يكون حالك كما قال عمر بن الخطاب، يوم أن قال: 'إنَّ الرَّجل ليشيب عارضاه في الإسلام، وما أكمل لله -تعالى- صلاةً' قيل: كيف ذلك؟ قال:     'لا يتمُّ خشوعها وتواضعها وإقباله على الله -عزَّ وجلَّ- فيها'.,post,2014-11-08 18:48:13,245,
جاء عن الرَّبيع بن خثيم -رحمه الله- أنَّه كان يصلِّي، فسرق فرسه، فقال له غلامه: يسرق فرسلك، وأنت تنظر إليه، هذا عمل النَّاس؟! فقال:     'كنت بين يدي الله -عزَّ وجلَّ-، فلم أكن أصرف وجهي عن الله -عزَّ وجلَّ-'.,post,2014-11-08 18:48:13,246,
عن عائشة -رضي الله عنها-، قالت: سألت رسول الله -صلَّى الله عليه وسلَّم- عن الالتفات في الصَّلاة؟ فقال: «هو اختلاس يختلسه الشَّيطان من صلاة العبد» [رواه البخاري 751].,post,2014-11-08 18:48:13,247,
فلتعلم أيُّها المصلِّي أنَّ الصَّلاة غيظ للشَّيطان . فإنَّ إبليس لا يرضيه أن يراك ساجدًا لله -تعالى-.. مقبلًا على ذكره ومناجاته..    بل يسرَّه أن تكون من الغافلين عن صلاتهم.. السَّاهين عن إقامتها!,post,2014-11-08 18:48:13,248,
قال النَّبيُّ -صلَّى الله عليه وسلَّم-: «إذا أقيمت الصَّلاة وحضر العشاء، فابدؤوا بالعشاء» [رواه البخاري 5465 ومسلم 557].,post,2014-11-08 18:48:13,249,
كم قبيح بالمسلم أن يصلِّي صلاةً بلا خشوعٍ.. ويقبل على صلاته بنيَّةٍ غير صادقةٍ!,post,2014-11-08 18:48:13,250,
وجاء عن يعقوب القارئ -رحمه الله- أنَّه كان في الصَّلاة، فجاء لصٌّ فاختلس رداءه، فذهب به إلى أصحابه، فعرفوا رداءه.    فقيل له: ردَّه إلى الرَّجل الصَّالح، إنَّا نخاف دعاءه. فجاء فوضعه على كتفه، واعتذر إليه من صنيعه، فلمَّا فرغ من صلاته أخبر بذلك، فقال:     'إني لم أشعر من رفعه، ولا من وضعه؟'.,post,2014-11-08 18:48:13,251,
وعن عائشة -رضي الله عنها- أنَّ النَّبيَّ -صلَّى الله عليه وسلَّم- صلَّى في خميصةٍ لها أعلام، فنظر إلى أعلامها نظرة، فلمَّا انصرف، قال: «اذهبوا بخميصتي هذه إلى أبي جهم، وأتوني بأنبجانية أبي جهم فإنَّها ألهتني آنفًا عن صلاتي» [رواه البخاري 373].,post,2014-11-08 18:48:13,252,
وقال -صلَّى الله عليه وسلَّم-: «لا صلاة بحضرة الطَّعام، ولا هو يدافعه الأخبثان» [رواه مسلم 560].,post,2014-11-08 18:48:13,253,
وقيل لعامر بن عبد الله -رحمه الله-: هل تحدثك نفسك في الصَّلاة بشيءٍ؟ قال: نعم، بوقوفي بين يدي الله -عزَّ وجلَّ-، ومنصرفي إحدى الدَّارين! قيل: هل تجد شيئًا ممَّا نجد من أمور الدُّنيا؟ قال:     'لأن تختلف الأسنة فيَّ أحبَّ إليَّ من أن أجد في صلاتي ما تجدون'.,post,2014-11-08 18:48:13,254,
ولا تظنن أيُّها المصلِّي أن تضييع الصَّلاة يكون فقط في أوقاتها؛ بل إن من لم يخشع في صلاته، ولم يكمل أركانها؛ يعدُّ أيضًا من المضيعين لها..,post,2014-11-08 18:48:13,255,
ومن كانت تلك حاله؛ فإنَّه لا شكّ سيربح الكثير من صلاته! فتأمل أيُّها المصلِّي في تلك المواقف لأهل الخشوع بعين التَّفكر والاعتبار.. وقارن بذلك حالك. ثمَّ حاسب نفسك على تفريطها وتقصيرها..,post,2014-11-08 18:48:13,256,
: لا تتهاون في الأفعال الَّتي لها صلة بالصَّلاة؛ كالوضوء، فإنَّ الكثيرين لا يحرصون على فعل الوضوء كما ثبت عنِ النَّبيِّ -صلَّى الله عليه وسلَّم-، فالواجب على المسلم الاقتداء بالنَّبيِّ -صلَّى الله عليه وسلَّم- في ذلك، في غير ذلك.,post,2014-11-08 18:48:14,257,
أخي المسلم: إنَّها الصَّلاة! خيرُ ذخرٍ تدخره لنفسك في الدُّنيا والآخرة.. فلا تفرطنَّ فيها.. وشُدَّ بالنَّواجذ عليها!.,post,2014-11-08 18:48:14,258,
أخي المسلم: ذلك هو الخشوع.. وذلك هو فضله.. وما جاء من وعيدٍ في حقِّ من فرَّط فيه ..    فانظر في حالك.. وتأمَّل في صلاتك؛ كيف تؤدِّيها؟!,post,2014-11-08 18:48:14,259,
أخي المسلم.. إنَّ الخاشع في صلاته فائزٌ في الدَّارين.. ففي الدُّنيا: يفوز بثمرات الصَّلاة؛ الَّتي يفوز بها أهل الخشوع.. وفي الآخرة: يفوز برضا الله -تعالى-، ودخوله الجنَّة..,post,2014-11-08 18:48:14,260,
أين أنت أخي من محاسبة نفسك؟!    هل أنت من المتفقدين لقلبك؟!    كيف أنت إذا دخلت في الصَّلاة؟!    وكيف حالك إذا خرجت منها؟!    أسئلةٌ ينبغي لكلِّ عاقلٍ أن يقف عندها.. حتَّى لا يكون من الغافلين!,post,2014-11-08 18:48:14,261,
تذكر أنَّك تقوم بين يدي الله -تعالى-؛ ملك الملوك .. الَّذي لا تدركه الأبصار!,post,2014-11-08 18:48:14,262,
تصحيح النِّيَّة: فتقبل على الصَّلاة بصدقٍ وإخلاصٍ؛ لا رياء لأحدٍ، ولا فعلها من أجل أحدٍ، بل تصلِّي لله -تعالى-؛ متقرباً إليه.. ملتمسًا لرضاه؟,post,2014-11-08 18:48:14,263,
تعلم كيفية الصَّلاة؛ كما صلَّاها النَّبيُّ -صلَّى الله عليه وسلَّم-، والحمد لله تعالى فإنَّ الكتب في ذلك متوفرةٌ.,post,2014-11-08 18:48:14,264,
رأى عمر بن الخطاب -رضي الله عنه- رجلًا طأطأ رقبته في الصَّلاة، فقال: 'يا صاحب الرَّقبة ارفع رقبتك، ليس الخشوع في الرِّقاب، إنَّما الخشوع في القلوب!',post,2014-11-08 18:48:14,265,
سئل بعضهم: هل تذكر في الصَّلاة شيئًا؟ فقال: 'وهل شيءٌ أحبّ إليَّ من الصَّلاة فاذكره فيها؟'.,post,2014-11-08 18:48:14,266,
فإن القلب إذا صلح في الصَّلاة؛ كان لذلك أثرًا عجيبًا؛ يجده المصلِّي في نفسه، ويلمس ثماره حتَّى بعد فراغه من صلاته!,post,2014-11-08 18:48:14,267,
قال أبو الدَّرداء -رضي الله عنه-: 'من فقه الرَّجل؛ أن يبدأ بحاجته قبل دخوله في الصَّلاة؛ ليدخل في الصَّلاة وقلبه فارغ'.,post,2014-11-08 18:48:14,268,
قال النَّبيُّ -صلَّى الله عليه وسلَّم-: «من توضأ فأحسن وضوءه ثمَّ صلَّى ركعتين لا يسهو فيهما غفر له ما تقدَّم من ذنبه» [رواه أبو داود 905 وحسَّنه الألباني].,post,2014-11-08 18:48:14,269,
ليس كلُّ من صلَّى قبلت صلاته، كما علمت فحاسب نفسك.. وراجع حالك في صلاتك ..,post,2014-11-08 18:48:14,270,
هكذا كان الصَّالحون يحاسبون أنفسهم.. ويقودنها إلى طريق الرُّشد والفلاح.,post,2014-11-08 18:48:14,271,
وجاء عن رجلٍ أنَّه صلَّى في حائطٍ له، والنَّخل مطوقةٌ بثمرها، فنظر إليها فأعجبته، ولم يدر كم صلَّى؟! فذكر ذلك لعثمان -رضي الله عنه-، وقال:     'هو صدقة، فاجعله في سبيل الله -عزَّ وجلَّ-'، فباعه عثمان بخمسين ألفًا.,post,2014-11-08 18:48:14,272,
وقال حذيفة -رضي الله عنه-: 'إيَّاكم وخشوع النِّفاق'.    قيل له: وما خشوع النِّفاق؟ قال: 'أن ترى الجسد خاشعًا، والقلب ليس بخاشعٍ'.,post,2014-11-08 18:48:14,273,
وقال رسول الله -صلَّى الله عليه وسلَّم-: «خمس صلوات افترضهنَّ الله -تعالى- من أحسن وضوءهنَّ وصلاهنَّ لوقتهن وأتمَّ ركوعهنَّ وخشوعهنَّ كان له على الله عهد أن يغفر له ومن لم يفعل فليس له على الله عهد إن شاء غفر له وإن شاء عذبه» [رواه أبو داود 425 وابن ماجه 1158 وصحَّحه الألباني].,post,2014-11-08 18:48:14,274,
وقال رسول الله -صلَّى الله عليه وسلَّم-: «ما من أحد يتوضأ فيحسن الوضوء ويصلِّي ركعتين يقبل بقلبه ووجهه عليهما إلا وجبت له الجنَّة» [رواه أبو داود 906 وصحَّحه الألباني].,post,2014-11-08 18:48:14,275,
ولتعلم أخي المسلم أنَّ الخشوع في الصَّلاة مكانه القلب، فإذا خشع القلب خشعت الجوارح!,post,2014-11-08 18:48:14,276,
{يَا أَيُّهَا الَّذِينَ آمَنُواْ إِذَا قُمْتُمْ إِلَى الصَّلاةِ فاغْسِلُواْ وُجُوهَكُمْ وَأَيْدِيَكُمْ إِلَى الْمَرَافِقِ وَامْسَحُواْ بِرُؤُوسِكُمْ وَأَرْجُلَكُمْ إِلَى الْكَعْبَينِ} [المائدة:6],post,2014-11-08 18:48:16,277,
أصل الخشوع كما قال ابن رجب: 'لين القلب ورقته وسكونه وخضوعه وانكساره وحرقته، فإذا خشع القلب تبعه خشوع جميع الجوارح والأعضاء لأنها تابعة له'.,post,2014-11-08 18:48:16,278,
إخلاء القلب منَ الشَّواغل، وقد تقدَّم ذلك.,post,2014-11-08 18:48:16,279,
إذا أردت الوضوء فانشغلي في ذكر ما يقول رسول الله صلى الله عليه وسلم عند الوضوء وهو قول:     'بسم الله' فإذا شرعت في الوضوء فتفكري في كل عضو تغسلينه ما اكتسب من الذنوب، فإذا فعلت ذلك استحضري أن الوضوء يكفر الذنوب،,post,2014-11-08 18:48:16,280,
إذا دخلت في الصَّلاة؛ فتفقد قلبك دائمًا؛ فكلما أحسست بغفلةٍ فيه رددته إلى الجادة.,post,2014-11-08 18:48:16,281,
إذا سمعت المؤذن فقولي كما يقول غير أنك إذا قال: 'حي على الصلاة'، 'حي على الفلاح' فقولي:     'لا حول ولا قوة إلا بالله'؛ لقوله صلى الله عليه وسلم: «إذا سمعتم المؤذن فقولوا مثل ما يقول، ثم صلوا علي إنه من صلى علي صلاة صلى الله عليه عشرا، ثم سلوا الله لي الوسيلة إنها درجة في الجنة لا تنبغي إلا لعبد من عباد الله، فمن سأل لي الوسيلة حلت له الشفاعة» [أخرجه مسلم وابن خزيمة واللفظ له].,post,2014-11-08 18:48:16,282,
إذا غسلت وجهك فتذكر أن كل خطيئة نظرت إليها عيناك خرجت مع الماء،,post,2014-11-08 18:48:16,283,
إن الخطايا تخرج مع الوضوء.,post,2014-11-08 18:48:16,284,
احرص أخي أن يكون عملك مقبولًا.. وواظب على سؤال الله -تعالى-؛ أن يعينك على الطَّاعات.. ويرزقك ثوابها وذخرها ..,post,2014-11-08 18:48:16,285,
رسول الله صلى الله عليه وسلم فقد قال: «من توضأ نحو وضوئي هذا ثم قام فركع ركعتين لا يحدث فيهما نفسه غفر له ما تقدم من ذنبه» [رواه مسلم وابن خزيمة واللفظ له].,post,2014-11-08 18:48:16,286,
رسول الله صلى الله عليه وسلم قد قال: «من توضأ فأحسن الوضوء وصلى غفر له ما بينه وبين الصلاة الأخرى» [رواه أحمد وابن خزيمة],post,2014-11-08 18:48:16,287,
قال رسول الله صلى الله عليه وسلم: «الدعاء بين الأذان والإقامة لا يرد» [رواه أبو داود والترمذي وصححه الألباني].,post,2014-11-08 18:48:16,288,
وإذا غسلت رجليك فاستحضري أن كل خطيئة مشتها رجلاك خرجت مع الماء،    وبهذا تخرجين من الوضوء مغفورة الذنوب كما قال رسول الله.,post,2014-11-08 18:48:16,289,
وإذا غسلت يديك فاستحضر أن كل خطيئة بطشتها يداك خرجت مع الماء،,post,2014-11-08 18:48:16,290,
والخشوع يتأتى للقلب غالبا إذا بذل العبد أسبابه، كما أن القلب يقسو – يغفل - إذا تركت أسباب الخشوع.,post,2014-11-08 18:48:16,291,
والخشوع يحصل بمعرفة الله سبحانه بأسمائه وصفاته.,post,2014-11-08 18:48:16,292,
والخشوع يزيد وينقص حسب الأخذ بالأسباب الجالبة له.,post,2014-11-08 18:48:16,293,
وامتدح رسول الله صلى الله عليه وسلم الخشوع وبين فضل البكاء من خشية الله فقال: «سبعة يظلهم الله في ظله يوم لا ظل إلا ظله» وذكر منهم: «ورجل ذكر الله خاليا ففاضت عيناه» [متفق عليه].,post,2014-11-08 18:48:16,294,
ومن أقوى أسباب الخشوع: الوقوف بين يدي رب العباد، ولكن ليس كل وقوف يزيد في الخشوع، إنما الوقوف الذي يزيد في الخشوع ما وافق عليه رسول الله صلى الله عليه وسلم وأصحابه.,post,2014-11-08 18:48:16,295,
أستعيني على مجاهدة النفس بتذكيرها بفضل انتظار الصلاة الذي جاء في الحديث: «ألا أدلكم على ما يمحو الله به الخطايا ويكفر به الذنوب؟» قالوا: بلى يا رسول الله قال: «إسباغ الوضوء على المكروهات، وكثرة الخطا إلى المساجد، وانتظار الصلاة بعد الصلاة، فذلكم الرباط» [رواه ابن حبان وصححه الألباني].,post,2014-11-08 18:48:17,296,
إذا أذن المؤذن وقلت ما يقول تسأل الله لنبيه الوسيلة ثم ما شاء الله لك من الدعاء، وأنت بهذا تفوز بخير كثير، وهذا الفعل مدعاة للخشوع حيث يأنس القلب بذكر الله ويستنير بنوره، وفعل ذلك أجره عظيم بل هو كالرباط في سبيل الله.,post,2014-11-08 18:48:17,297,
إن أول ما يبدأ به المصلي من صلاته بعد استقبال القبلة والدنو من السترة: تكبيرة الإحرام.    أما كيفيه الخشوع بتكبيرة الإحرام فإن عليك أيتها المصلية أن ترفعي يديك حذو منكبيك أو حِيال أذنيك متوجهة بباطن الكفين إلى القبلة ممدودة الأصابع ضامة لها تشعرين وأنت بهذه الحال بالاستسلام التام لرب العباد.,post,2014-11-08 18:48:17,298,
إن الجسد له متطلبات فالجوع يتطلب الأكل، والعطش يتطلب الشرب، والحقن والحقب يتطلب التخلي وإزالة الأذى، وليس شيء أشد إزعاجا للمصلي من مدافعة ذلك، فإذا وقع به شغله فإما أن يقطع صلاته أو يتمها بعجلة وألم، فيكون آذى نفسه ولم يُتقِن صلاته.,post,2014-11-08 18:48:17,299,
إن الله لم يأمرك بالتكبير والتسليم إلا ليعلم تسليمك وموافقتك على بيع الدنيا الزائلة بالآخرة الباقية.,post,2014-11-08 18:48:17,300,
إن من السنن المؤكدة تطييب رائحة الفم وتنظيف الأسنان بالسواك عند الوضوء وقبل الصلاة، وذلك لما ثبت عن رسول الله صلى الله عليه وسلم أنه قال: «لولا أن أشق علي أمتي لأمرتهم بالسواك مع كل وضوء» وفي رواية: «عند كل صلاة» [متفق عليه].    وذلك يكسبك نشاطا، ويعلمك التهيؤ للوقوف بين يدي الله سبحانه وتعالى.,post,2014-11-08 18:48:17,301,
اعلم  أنك إذا قدمت على الصلاة فإن قلبك يكون معلقاً بآخر شيء تركته أو كنت عليه قبل الصلاة، فإذا كان آخر شيء كنت عليه قبل الصلاة ذكر الله والتعلق به فسيكون قلبك معلقا في الصلاة بالله، وكيف لا يخشع قلب معلق بالله وهو يقف بين يديه؟,post,2014-11-08 18:48:17,302,
الاستعداد بإبعاد كل ما يشغلك سواء كان أمامك أو تلبسه أو تسجد عليه    وذلك بأن تختار  مكانا هادئاً قليل الأثاث والزخارف، فلا تصلي أمام جدار مزخرف بالديكور والألوان. كذا البقعة التي تصلي عليها ينبغي لك إذا أردت الخشوع أن تصلي على بقعة خالية من الزخارف والألوان، فما أحدثه الناس اليوم من الصلاة على سجاجيد ملونة يرسم عليها الكعبة أو غيرها من الصور أمر مخالف للسنة.,post,2014-11-08 18:48:17,303,
الاستعداد باختيار مكان معتدل الحرارة وتجنب الصلاة في المكان الحار:  إذا أردت النوم أو الأكل أو استقبال الضيوف فإنك تبحث عن المكان المعتدل الحرارة، وتبذل الجهد لتبريده في الحر، ولتدفئته في البرد، إلا أنك إذا أردت أداء الصلاة فإنك أحياناً لا تبالي بأن تصلي في أي مكان، ولسان حالك يقول:     'خمس دقائق أتحمل فيها الحر، ولا تستحق إعمال المكيف أو البحث عن مكان بارد أصلي فيه'.,post,2014-11-08 18:48:17,304,
الاستعداد للصلاة بالنظر في حاجة جسمك الشاغلة لك وقضائها قبل الشروع في الصلاة:,post,2014-11-08 18:48:17,305,
الاستعداد للصلاة بانتظارها:    إن انتظار الصلاة كما يكون في المساجد ..اما بالنسبة للنساء فيكون في البيت، فإذا فرغت من عملها  ولم يكن عليها واجب لزوج أو أهل ... فعليها إذا قارب وقت الصلاة أن تتوضأ وتجلس في مصلاها تنتظر الصلاة، تسبح  وتستغفر  وتهلل  وتذكر  الله وتستاك  حتى يؤذن المؤذن,post,2014-11-08 18:48:17,306,
الاستعداد للصلاة بتفريغ قلبك من كل شغل: اعلم أن القلب يشغل بأمور كثيرة ما بين هم وخوف وحزن وفرح وغيره، فإذا أردت الإقبال على الصلاة فاستعيذ بالله من الشيطان الرجيم، استعاذة قلب لا استعاذة لسان,post,2014-11-08 18:48:17,307,
الاستعداد للصلاة في المكان البعيد عن الإزعاج والضوضاء:    إن المصلي إذا كان بحضرة أناس يتكلمون قد لا يحضر قلبه ولا يعقل صلاته، فيكون مشغول القلب مشغول العقل، وقد يسمع كلاما يخصه فيصغي له، وهنا لا يعقل كم صلى ولا ما قرأ ولا بماذا دعا، وإذا عقل ذلك فإنه بالتأكيد محال أن يكون خشع في صلاته تلك.    فاختار لنفسك مكانا هادئ بعيدا عن الإزعاج ما استطعت إلى ذلك سبيلاً.,post,2014-11-08 18:48:17,308,
